year,tdb
-4291,153886.11262079468
-4290,154251.35406478914
-4289,154616.59948241757
-4288,154981.84039570438
-4287,155347.0782674537
-4286,155712.32363916328
-4285,156077.56751053082
-4284,156442.80683813617
-4283,156808.04583259625
-4282,157173.2850629799
-4281,157538.52923651505
-4280,157903.76823964808
-4279,158269.005300486
-4278,158634.24945511436
-4277,158999.4938954697
-4276,159364.7364143012
-4275,159729.97778744623
-4274,160095.2244448713
-4273,160460.47116700374
-4272,160825.7145677451
-4271,161190.95436640596
-4270,161556.1966042556
-4269,161921.44189794874
-4268,162286.678861917
-4267,162651.9157851725
-4266,163017.15754334535
-4265,163382.39778372273
-4264,163747.63867031317
-4263,164112.87658742815
-4262,164478.11954602366
-4261,164843.3670069538
-4260,165208.60713973548
-4259,165573.8467887463
-4258,165939.0923078782
-4257,166304.3365217666
-4256,166669.57807676215
-4255,167034.81979522295
-4254,167400.06167140324
-4253,167765.30919224583
-4252,168130.54958416848
-4251,168495.78690227447
-4250,168861.0340351034
-4249,169226.27508728113
-4248,169591.51422104333
-4247,169956.75336933695
-4246,170321.99175278656
-4245,170687.23727522884
-4244,171052.47540684324
-4243,171417.71103857784
-4242,171782.95757583668
-4241,172148.20035414305
-4240,172513.44180222834
-4239,172878.68696242291
-4238,173243.9312532628
-4237,173609.18020191416
-4236,173974.42358900467
-4235,174339.659167747
-4234,174704.90678248042
-4233,175070.14778923197
-4232,175435.38319594553
-4231,175800.62527977536
-4230,176165.8621330927
-4229,176531.10747270426
-4228,176896.3483483186
-4227,177261.58290566783
-4226,177626.83184321597
-4225,177992.0744432737
-4224,178357.31197658693
-4223,178722.55637430586
-4222,179087.79745156737
-4221,179453.04337573517
-4220,179818.28670375794
-4219,180183.5224808473
-4218,180548.7700617509
-4217,180914.01517019002
-4216,181279.2509607938
-4215,181644.49712280696
-4214,182009.73950710054
-4213,182374.98280010186
-4212,182740.22718159342
-4211,183105.4590010671
-4210,183470.70505824173
-4209,183835.94744763803
-4208,184201.17966720136
-4207,184566.42400421854
-4206,184931.66420827247
-4205,185296.9075758024
-4204,185662.1534405267
-4203,186027.39028024906
-4202,186392.63925632974
-4201,186757.88620448066
-4200,187123.1214303868
-4199,187488.36644272693
-4198,187853.60970869148
-4197,188218.85078686383
-4196,188584.09539626492
-4195,188949.32972011575
-4194,189314.57342613442
-4193,189679.82006132603
-4192,190045.0523238075
-4191,190410.29752184404
-4190,190775.54116446013
-4189,191140.7810633108
-4188,191506.02594521502
-4187,191871.260530693
-4186,192236.5045491131
-4185,192601.75100523373
-4184,192966.9841879988
-4183,193332.227834363
-4182,193697.47433136078
-4181,194062.71624774067
-4180,194427.9632346183
-4179,194793.2034013127
-4178,195158.44802836096
-4177,195523.69685425283
-4176,195888.92995491298
-4175,196254.17086991807
-4174,196619.41614956502
-4173,196984.65230315132
-4172,197349.89467499405
-4171,197715.13007820537
-4170,198080.37074481463
-4169,198445.61792876758
-4168,198810.8517033169
-4167,199176.0957671362
-4166,199541.34422467882
-4165,199906.58606278943
-4164,200271.83045225358
-4163,200637.07135370234
-4162,201002.3146865773
-4161,201367.56198180374
-4160,201732.79773350665
-4159,202098.03760250285
-4158,202463.2856107587
-4157,202828.52508340636
-4156,203193.7665645643
-4155,203559.00804597046
-4154,203924.2478156886
-4153,204289.49334027758
-4152,204654.72680372186
-4151,205019.9647199437
-4150,205385.21257219184
-4149,205750.45133891748
-4148,206115.6930461903
-4147,206480.93490186706
-4146,206846.17872214084
-4145,207211.42643895
-4144,207576.66630595364
-4143,207941.90905832546
-4142,208307.15853125416
-4141,208672.40079640783
-4140,209037.6396411974
-4139,209402.88109719986
-4138,209768.12113648932
-4137,210133.3619003347
-4136,210498.59712567413
-4135,210863.8336151326
-4134,211229.07994123595
-4133,211594.32148289075
-4132,211959.56132281572
-4131,212324.8060171744
-4130,212690.04996896582
-4129,213055.29484198662
-4128,213420.53376750695
-4127,213785.77501991903
-4126,214151.02211644687
-4125,214516.26564334286
-4124,214881.50456617167
-4123,215246.7469861391
-4122,215611.99131965917
-4121,215977.23261589184
-4120,216342.47240979038
-4119,216707.71199265076
-4118,217072.95683264034
-4117,217438.19945584703
-4116,217803.43534055585
-4115,218168.6767060128
-4114,218533.91989661427
-4113,218899.15990765626
-4112,219264.39828052465
-4111,219629.63882994
-4110,219994.88500566222
-4109,220360.1305086352
-4108,220725.37234279653
-4107,221090.61578588467
-4106,221455.86371877976
-4105,221821.10478744563
-4104,222186.34224598203
-4103,222551.58467254834
-4102,222916.82604486356
-4101,223282.06948096817
-4100,223647.30606812146
-4099,224012.54493553285
-4098,224377.79179537296
-4097,224743.0312062204
-4096,225108.27026867634
-4095,225473.51357907662
-4094,225838.75669674017
-4093,226204.0008472004
-4092,226569.2397470693
-4091,226934.4802639084
-4090,227299.72729980014
-4089,227664.96822168352
-4088,228030.2053930685
-4087,228395.45067143766
-4086,228760.69504372822
-4085,229125.93964534532
-4084,229491.18235310167
-4083,229856.42128028115
-4082,230221.66967413016
-4081,230586.9085912062
-4080,230952.14232964348
-4079,231317.38629766926
-4078,231682.62572339084
-4077,232047.8667015992
-4076,232413.1060839682
-4075,232778.34362593153
-4074,233143.59209099645
-4073,233508.83480821736
-4072,233874.07207743684
-4071,234239.320886672
-4070,234604.56601655064
-4069,234969.80842352007
-4068,235335.05219378276
-4067,235700.29094002675
-4066,236065.53777336935
-4065,236430.7796184253
-4064,236796.01120343013
-4063,237161.25759196375
-4062,237526.49947398296
-4061,237891.73921336373
-4060,238256.98272589594
-4059,238622.21970864898
-4058,238987.46567412606
-4057,239352.70657513104
-4056,239717.93950743694
-4055,240083.18597125774
-4054,240448.43029434094
-4053,240813.66997241182
-4052,241178.91494542593
-4051,241544.1561253094
-4050,241909.40366114816
-4049,242274.65070564486
-4048,242639.88536765892
-4047,243005.1323301033
-4046,243370.37744254572
-4045,243735.61231731344
-4044,244100.855725836
-4043,244466.09187539015
-4042,244831.33344513085
-4041,245196.57638130244
-4040,245561.80617334135
-4039,245927.0524822562
-4038,246292.2985475515
-4037,246657.53746666247
-4036,247022.7844038331
-4035,247388.02720471378
-4034,247753.27285306435
-4033,248118.5193156544
-4032,248483.7539336253
-4031,248848.99885890353
-4030,249214.24611140834
-4029,249579.48113873182
-4028,249944.72365011182
-4027,250309.96511686454
-4026,250675.206020433
-4025,251040.45208925055
-4024,251405.68522771867
-4023,251770.92812209157
-4022,252136.17526895832
-4021,252501.40861313092
-4020,252866.6516700047
-4019,253231.89357685577
-4018,253597.1354669053
-4017,253962.38130867295
-4016,254327.61686240882
-4015,254692.86200619861
-4014,255058.1128523876
-4013,255423.3513118066
-4012,255788.59503362235
-4011,256153.84033191204
-4010,256519.0804654532
-4009,256884.32461977424
-4008,257249.55916915322
-4007,257614.79906296358
-4006,257980.0466015176
-4005,258345.27968343813
-4004,258710.51937498432
-4003,259075.7646176177
-4002,259441.0055841296
-4001,259806.2517591482
-4000,260171.4895487628
-3999,260536.7328766468
-3998,260901.98199390993
-3997,261267.21899888106
-3996,261632.45962902857
-3995,261997.70562545955
-3994,262362.9472526531
-3993,262728.1891637328
-3992,263093.42853836576
-3991,263458.67000982584
-3990,263823.91928174766
-3989,264189.15738725057
-3988,264554.3959113648
-3987,264919.64259489113
-3986,265284.8816967979
-3985,265650.12183073955
-3984,266015.3597375653
-3983,266380.5990773011
-3982,266745.84611638635
-3981,267111.08259923337
-3980,267476.3222337947
-3979,267841.57003784087
-3978,268206.8144396087
-3977,268572.05853641126
-3976,268937.30046682805
-3975,269302.5446790247
-3974,269667.7907647588
-3973,270033.03018587595
-3972,270398.26758762915
-3971,270763.5129058035
-3970,271128.75444806507
-3969,271493.9913516883
-3968,271859.23107787967
-3967,272224.47213870566
-3966,272589.7171807997
-3965,272954.95702899294
-3964,273320.1946364618
-3963,273685.4406266394
-3962,274050.6838560314
-3961,274415.92321493383
-3960,274781.1644225605
-3959,275146.40866580606
-3958,275511.65364403324
-3957,275876.89407624723
-3956,276242.13494455535
-3955,276607.38119575195
-3954,276972.6285047666
-3953,277337.8676183936
-3952,277703.1079383618
-3951,278068.3511766698
-3950,278433.5912579568
-3949,278798.829166878
-3948,279164.0654115444
-3947,279529.30742615415
-3946,279894.5508628646
-3945,280259.78845362505
-3944,280625.0289905751
-3943,280990.276150587
-3942,281355.52157588955
-3941,281720.76358695235
-3940,282086.0068611405
-3939,282451.2518023909
-3938,282816.49844970834
-3937,283181.73805215955
-3936,283546.97575335857
-3935,283912.2221519635
-3934,284277.4612680827
-3933,284642.6980842394
-3932,285007.9379488216
-3931,285373.1785783884
-3930,285738.4254588634
-3929,286103.6635536966
-3928,286468.90199353267
-3927,286834.1489055832
-3926,287199.3898124178
-3925,287564.6279409649
-3924,287929.8705805042
-3923,288295.11390576186
-3922,288660.3599728937
-3921,289025.60173311364
-3920,289390.8409945606
-3919,289756.09126446955
-3918,290121.3355576736
-3917,290486.57186076604
-3916,290851.8160241111
-3915,291217.05577601586
-3914,291582.2983442205
-3913,291947.53791088983
-3912,292312.7715854179
-3911,292678.01905586105
-3910,293043.258738006
-3909,293408.4935110463
-3908,293773.7386907814
-3907,294138.98205374135
-3906,294504.22829488805
-3905,294869.47208651155
-3904,295234.7105105636
-3903,295599.9594914969
-3902,295965.20326157426
-3901,296330.4374603997
-3900,296695.68237498356
-3899,297060.9240352367
-3898,297426.1650368972
-3897,297791.40793679515
-3896,298156.64361933665
-3895,298521.8918214394
-3894,298887.13620989444
-3893,299252.3685740684
-3892,299617.61446808465
-3891,299982.8555607437
-3890,300348.09586994955
-3889,300713.3386286241
-3888,301078.5746175111
-3887,301443.82137355115
-3886,301809.0661101886
-3885,302174.29991859663
-3884,302539.5469892947
-3883,302904.79440989764
-3882,303270.0361799244
-3881,303635.2826794591
-3880,304000.52053345833
-3879,304365.76509730937
-3878,304731.01044518733
-3877,305096.2402736093
-3876,305461.4840409383
-3875,305826.72718635295
-3874,306191.96327385586
-3873,306557.2074412387
-3872,306922.4443664849
-3871,307287.69014116656
-3870,307652.9368852447
-3869,308018.1698461082
-3868,308383.41516172094
-3867,308748.6614037771
-3866,309113.90128640644
-3865,309479.1458682171
-3864,309844.38656020956
-3863,310209.6301700403
-3862,310574.8772719414
-3861,310940.1106607979
-3860,311305.35448815953
-3859,311670.6036035903
-3858,312035.840505369
-3857,312401.08392816037
-3856,312766.3227795735
-3855,313131.56243693177
-3854,313496.8076713239
-3853,313862.0377212628
-3852,314227.278909564
-3851,314592.5264075934
-3850,314957.76372977905
-3849,315323.0087902881
-3848,315688.2529937262
-3847,316053.49901235616
-3846,316418.7476596958
-3845,316783.9843721059
-3844,317149.2265320346
-3843,317514.47531708656
-3842,317879.71217596997
-3841,318244.9520825399
-3840,318610.1938300533
-3839,318975.4324563714
-3838,319340.6758625754
-3837,319705.90928112064
-3836,320071.14946224727
-3835,320436.39892119076
-3834,320801.6371167032
-3833,321166.87887507956
-3832,321532.12328113336
-3831,321897.36579739396
-3830,322262.611421661
-3829,322627.8485482214
-3828,322993.09065347305
-3827,323358.3393359273
-3826,323723.5795046543
-3825,324088.81998025347
-3824,324454.0664650444
-3823,324819.3093504454
-3822,325184.55203031097
-3821,325549.7887820476
-3820,325915.02594541386
-3819,326280.27240529563
-3818,326645.5091828299
-3817,327010.74617752107
-3816,327375.9902026458
-3815,327741.2313531232
-3814,328106.47429121984
-3813,328471.7138069314
-3812,328836.95733217616
-3811,329202.2072160351
-3810,329567.449718161
-3809,329932.69053229457
-3808,330297.9353462942
-3807,330663.1797381644
-3806,331028.4192994549
-3805,331393.65705571836
-3804,331758.89710443607
-3803,332124.1404003599
-3802,332489.3814090518
-3801,332854.61842657346
-3800,333219.8636546172
-3799,333585.1081941505
-3798,333950.34816655796
-3797,334315.58750204043
-3796,334680.82850565575
-3795,335046.07362754736
-3794,335411.3149675308
-3793,335776.5539692654
-3792,336141.7980628684
-3791,336507.04364819964
-3790,336872.2846395932
-3789,337237.5245482321
-3788,337602.77007974405
-3787,337968.0152579709
-3786,338333.25798726175
-3785,338698.49674298195
-3784,339063.737422294
-3783,339428.98271814315
-3782,339794.21905002324
-3781,340159.45571994595
-3780,340524.6977510988
-3779,340889.9390813657
-3778,341255.18089644844
-3777,341620.42126130685
-3776,341985.6652491903
-3775,342350.9137250744
-3774,342716.1546721109
-3773,343081.39269794896
-3772,343446.639352791
-3771,343811.88263924187
-3770,344177.12405748945
-3769,344542.3656259249
-3768,344907.60568287177
-3767,345272.85286397673
-3766,345638.09218819346
-3765,346003.3282377962
-3764,346368.57564425236
-3763,346733.8165632072
-3762,347099.05661385553
-3761,347464.296688837
-3760,347829.5355257732
-3759,348194.78137179
-3758,348560.01987380907
-3757,348925.25547344703
-3756,349290.50196028594
-3755,349655.7460789755
-3754,350020.9869322474
-3753,350386.23329603765
-3752,350751.4768325812
-3751,351116.7254276071
-3750,351481.9685313143
-3749,351847.2024253579
-3748,352212.4496250935
-3747,352577.6904749335
-3746,352942.92548024
-3745,353308.1680266652
-3744,353673.40450423537
-3743,354038.64916063566
-3742,354403.89005760476
-3741,354769.1242278563
-3740,355134.37402858585
-3739,355499.61810071813
-3738,355864.85668897163
-3737,356230.1021432481
-3736,356595.3444223043
-3735,356960.59014481097
-3734,357325.83448595507
-3733,357691.06916527986
-3732,358056.3162616284
-3731,358421.56107230857
-3730,358786.7960063373
-3729,359152.04203092423
-3728,359517.28291238495
-3727,359882.5248340843
-3726,360247.7676989001
-3725,360612.99894334446
-3724,360978.2442693759
-3723,361343.48781797313
-3722,361708.72096528695
-3721,362073.9659946156
-3720,362439.2077134969
-3719,362804.45181907364
-3718,363169.69865755364
-3717,363534.93690467556
-3716,363900.18560965825
-3715,364265.4344024318
-3714,364630.66934662336
-3713,364995.91381670535
-3712,365361.15632948023
-3711,365726.3949788164
-3710,366091.6384769294
-3709,366456.87055095565
-3708,366822.11356066004
-3707,367187.3598560472
-3706,367552.592565594
-3705,367917.8380799049
-3704,368283.0827604912
-3703,368648.32391841547
-3702,369013.56948015536
-3701,369378.80562382797
-3700,369744.05065778876
-3699,370109.2984302582
-3698,370474.5333176553
-3697,370839.77629662445
-3696,371205.0223910869
-3695,371570.2624921049
-3694,371935.50704658055
-3693,372300.74644430843
-3692,372665.9888905543
-3691,373031.23750964296
-3690,373396.46986133116
-3689,373761.7103768196
-3688,374126.9557527541
-3687,374492.19268842484
-3686,374857.4353135773
-3685,375222.6720308247
-3684,375587.91396771534
-3683,375953.1626982223
-3682,376318.39900012966
-3681,376683.6435504288
-3680,377048.892499947
-3679,377414.1341780778
-3678,377779.37726879073
-3677,378144.6175093851
-3676,378509.85987023776
-3675,378875.1059367212
-3674,379240.34123923513
-3673,379605.5793752952
-3672,379970.82665625564
-3671,380336.06549775763
-3670,380701.3066905618
-3669,381066.548258052
-3668,381431.7893124481
-3667,381797.03550211084
-3666,382162.27066610684
-3665,382527.5097091382
-3664,382892.75714051677
-3663,383257.997294324
-3662,383623.2379090958
-3661,383988.4803797258
-3660,384353.7242248133
-3659,384718.97108329623
-3658,385084.211441183
-3657,385449.4531713666
-3656,385814.7016248524
-3655,386179.9437956549
-3654,386545.1812289627
-3653,386910.42271396215
-3652,387275.6626934684
-3651,387640.9040978071
-3650,388006.1400131497
-3649,388371.37668949505
-3648,388736.6224211431
-3647,389101.8641214445
-3646,389467.1050575953
-3645,389832.34950433695
-3644,390197.5955946164
-3643,390562.84045231785
-3642,390928.0802471051
-3641,391293.32179776556
-3640,391658.56762156356
-3639,392023.8114315185
-3638,392389.0490161062
-3637,392754.2900595551
-3636,393119.53448677063
-3635,393484.7747887918
-3634,393850.0145282389
-3633,394215.253567779
-3632,394580.49697835185
-3631,394945.7396598088
-3630,395310.97531668027
-3629,395676.2170775968
-3628,396041.4616064718
-3627,396406.70318075106
-3626,396771.94220750174
-3625,397137.18458368094
-3624,397502.43053087406
-3623,397867.67712914106
-3622,398232.9193016689
-3621,398598.16201363713
-3620,398963.4105302186
-3619,399328.6508672519
-3618,399693.88757441496
-3617,400059.1287312445
-3616,400424.3680455908
-3615,400789.6100415946
-3614,401154.8462125433
-3613,401520.08388824575
-3612,401885.3312690456
-3611,402250.5715595144
-3610,402615.81125975214
-3609,402981.056171827
-3608,403346.30053885
-3607,403711.54538719007
-3606,404076.78632090683
-3605,404442.0265248292
-3604,404807.2750011517
-3603,405172.5162888891
-3602,405537.7518027271
-3601,405902.9963814432
-3600,406268.2377543964
-3599,406633.48137302045
-3598,406998.7227853439
-3597,407363.9607617764
-3596,407729.2089789214
-3595,408094.44813882513
-3594,408459.68200047105
-3593,408824.9267693474
-3592,409190.167353889
-3591,409555.4093547284
-3590,409920.650377037
-3589,410285.88947976823
-3588,410651.1387804784
-3587,411016.38356630155
-3586,411381.62043132633
-3585,411746.86863067443
-3584,412112.1127791221
-3583,412477.35269206436
-3582,412842.5963694204
-3581,413207.8328428336
-3580,413573.0789588329
-3579,413938.32006377494
-3578,414303.5505453439
-3577,414668.79647020204
-3576,415034.0383768575
-3575,415399.2785354289
-3574,415764.52339344565
-3573,416129.76173441135
-3572,416495.0092369132
-3571,416860.25222306396
-3570,417225.4858126014
-3569,417590.7320149725
-3568,417955.976499886
-3567,418321.21571757994
-3566,418686.46019777306
-3565,419051.700913484
-3564,419416.94701934187
-3563,419782.19422705146
-3562,420147.4275437896
-3561,420512.67376270937
-3560,420877.9183409943
-3559,421243.153024463
-3558,421608.3965081135
-3557,421973.63357206597
-3556,422338.87600881816
-3555,422704.11970854877
-3554,423069.350250107
-3553,423434.5955518503
-3552,423799.8425730758
-3551,424165.081664511
-3550,424530.3290609454
-3549,424895.57263800385
-3548,425260.8178429315
-3547,425626.06445319415
-3546,425991.2985578084
-3545,426356.5418681449
-3544,426721.7889922552
-3543,427087.02270577033
-3542,427452.26483327546
-3541,427817.50579201034
-3540,428182.74693011283
-3539,428547.9933736557
-3538,428913.22633670457
-3537,429278.46904230677
-3536,429643.71583956294
-3535,430008.9510245414
-3534,430374.1941124019
-3533,430739.4377507267
-3532,431104.68070844095
-3531,431469.92683192645
-3530,431835.16334700515
-3529,432200.4075022931
-3528,432565.65836529597
-3527,432930.89690264664
-3526,433296.1392634255
-3525,433661.384817997
-3524,434026.62404988403
-3523,434391.8670657147
-3522,434757.10054759635
-3521,435122.3385762635
-3520,435487.5857912279
-3519,435852.81865963433
-3518,436218.0588056864
-3517,436583.30430743075
-3516,436948.54720997764
-3515,437313.7939449749
-3514,437679.0334732798
-3513,438044.2775852687
-3512,438409.5271567723
-3511,438774.76557858847
-3510,439140.00607191934
-3509,439505.2522710867
-3508,439870.4937104152
-3507,440235.7338826251
-3506,440600.97162153316
-3505,440966.21096824296
-3504,441331.45848076255
-3503,441696.69692140725
-3502,442061.9349263781
-3501,442427.18180404836
-3500,442792.4219501633
-3499,443157.6627793987
-3498,443522.9014981305
-3497,443888.1425610923
-3496,444253.3898658471
-3495,444618.6285400165
-3494,444983.86879607383
-3493,445349.1169050308
-3492,445714.3626361843
-3491,446079.60500961123
-3490,446444.84584237705
-3489,446810.0876700196
-3488,447175.33206411335
-3487,447540.5706133379
-3486,447905.80700255465
-3485,448271.05141951353
-3484,448636.2932134727
-3483,449001.52992375405
-3482,449366.76963101886
-3481,449732.0115381256
-3480,450097.25775578665
-3479,450462.4991858073
-3478,450827.7395405662
-3477,451192.98620467656
-3476,451558.23146223393
-3475,451923.4710736794
-3474,452288.7108353269
-3473,452653.95527181984
-3472,453019.19786206074
-3471,453384.43818580057
-3470,453749.67757361266
-3469,454114.92218997097
-3468,454480.16951171705
-3467,454845.40768106
-3466,455210.64726955304
-3465,455575.890610876
-3464,455941.13074655435
-3463,456306.36969313095
-3462,456671.60732611734
-3461,457036.85030425247
-3460,457402.09503778
-3459,457767.3332571662
-3458,458132.57284124545
-3457,458497.82016054075
-3456,458863.06610231753
-3455,459228.30754106445
-3454,459593.5515565346
-3453,459958.79482218204
-3452,460324.04157219245
-3451,460689.2802846611
-3450,461054.5166034349
-3449,461419.76272924175
-3448,461785.00138557074
-3447,462150.23800334265
-3446,462515.4786962145
-3445,462880.71979881753
-3444,463245.9671617744
-3443,463611.20607806
-3442,463976.44379511056
-3441,464341.6916582729
-3440,464706.9334891059
-3439,465072.1721275016
-3438,465437.41607961804
-3437,465802.6594032012
-3436,466167.905105785
-3435,466533.1469510307
-3434,466898.38404591056
-3433,467263.63407579693
-3432,467628.87752902275
-3431,467994.11341303657
-3430,468359.357633793
-3429,468724.59665302094
-3428,469089.83895421843
-3427,469455.07767612673
-3426,469820.3108913647
-3425,470185.55759155704
-3424,470550.79880344844
-3423,470916.0339599501
-3422,471281.2804085773
-3421,471646.5253533381
-3420,472011.7722412597
-3419,472377.01758165075
-3418,472742.25594211835
-3417,473107.5044864761
-3416,473472.7491798529
-3415,473837.9822192136
-3414,474203.2275278126
-3413,474568.4682510616
-3412,474933.7074949278
-3411,475298.94913961506
-3410,475664.18237712746
-3409,476029.430291191
-3408,476394.6745542744
-3407,476759.90777756064
-3406,477125.1540158342
-3405,477490.39658738975
-3404,477855.6379585916
-3403,478220.8819309573
-3402,478586.1191072571
-3401,478951.3659945417
-3400,479316.611935684
-3399,479681.8460791048
-3398,480047.092744472
-3397,480412.34008641983
-3396,480777.5801788003
-3395,481142.82504872605
-3394,481508.06122169946
-3393,481873.3036922673
-3392,482238.54917442705
-3391,482603.7784798308
-3390,482969.0223506838
-3389,483334.26599227195
-3388,483699.5031021142
-3387,484064.7476379783
-3386,484429.9861289477
-3385,484795.232955358
-3384,485160.48177055456
-3383,485525.716690653
-3382,485890.96228248975
-3381,486256.209599935
-3380,486621.4484317433
-3379,486986.6915711395
-3378,487351.9305197238
-3377,487717.17238827026
-3376,488082.4182532318
-3375,488447.6504778527
-3374,488812.8929337254
-3373,489178.1419515284
-3372,489543.3789077187
-3371,489908.6223877694
-3370,490273.8616166471
-3369,490639.1026549388
-3368,491004.34876117134
-3367,491369.58144495357
-3366,491734.8236894149
-3365,492100.0717267869
-3364,492465.3099277646
-3363,492830.5530736721
-3362,493195.79784411006
-3361,493561.04277269053
-3360,493926.2911263993
-3359,494291.52759678103
-3358,494656.7682600883
-3357,495022.01656545536
-3356,495387.2529176676
-3355,495752.49187960266
-3354,496117.7335948739
-3353,496482.97222006833
-3352,496848.2163424224
-3351,497213.45074456045
-3350,497578.69199474365
-3349,497943.94186794315
-3348,498309.18106961786
-3347,498674.42278445954
-3346,499039.6667221496
-3345,499404.91070252587
-3344,499770.1554750188
-3343,500135.3935927348
-3342,500500.6347724381
-3341,500865.8824076019
-3340,501231.12216868927
-3339,501596.36080472264
-3338,501961.60646707914
-3337,502326.84933687234
-3336,502692.09165869793
-3335,503057.329188769
-3334,503422.5666712364
-3333,503787.8126841746
-3332,504153.0500835732
-3331,504518.2868624779
-3330,504883.5312680965
-3329,505248.7737734979
-3328,505614.01737198466
-3327,505979.25771469786
-3326,506344.50258838665
-3325,506709.7520527218
-3324,507074.9957957091
-3323,507440.2356404443
-3322,507805.47954756557
-3321,508170.72377510555
-3320,508535.9625343038
-3319,508901.2000675113
-3318,509266.4390043251
-3317,509631.68089705217
-3316,509996.92062029266
-3315,510362.1572019807
-3314,510727.40139080794
-3313,511092.64742196444
-3312,511457.88834355026
-3311,511823.1283624754
-3310,512188.37122355984
-3309,512553.6169359484
-3308,512918.85953690484
-3307,513284.09969327785
-3306,513649.3427337471
-3305,514014.589673867
-3304,514379.82974560163
-3303,514745.06889876723
-3302,515110.31405420974
-3301,515475.55693923985
-3300,515840.7989267218
-3299,516206.0358243298
-3298,516571.2758977234
-3297,516936.5212015663
-3296,517301.7582818293
-3295,517666.99513852363
-3294,518032.23834938114
-3293,518397.48073219974
-3292,518762.72327750316
-3291,519127.9653792591
-3290,519493.2100656333
-3289,519858.4599285214
-3288,520223.702397736
-3287,520588.93956352375
-3286,520954.18600173783
-3285,521319.4273072765
-3284,521684.66644509113
-3283,522049.9072258163
-3282,522415.1446154718
-3281,522780.3915863421
-3280,523145.62999720033
-3279,523510.86557588005
-3278,523876.11336515914
-3277,524241.3551965873
-3276,524606.5958510668
-3275,524971.8375596828
-3274,525337.0776458203
-3273,525702.325316997
-3272,526067.5662634952
-3271,526432.8022014364
-3270,526798.0491421563
-3269,527163.2925317171
-3268,527528.5317532907
-3267,527893.7772756368
-3266,528259.0195752236
-3265,528624.2671898052
-3264,528989.5099990785
-3263,529354.7423310583
-3262,529719.9892061979
-3261,530085.2296501212
-3260,530450.4646295838
-3259,530815.7073567493
-3258,531180.9447889233
-3257,531546.1900219207
-3256,531911.4326736811
-3255,532276.6680866228
-3254,532641.9177878397
-3253,533007.1630482755
-3252,533372.4005203457
-3251,533737.6465492139
-3250,534102.8883577792
-3249,534468.1333347871
-3248,534833.3778356947
-3247,535198.6110719072
-3246,535563.8570948264
-3245,535929.101356324
-3244,536294.3350312246
-3243,536659.5812313736
-3242,537024.8220363376
-3241,537390.0650603322
-3240,537755.308857644
-3239,538120.5407226742
-3238,538485.786054383
-3237,538851.0299705209
-3236,539216.2643165786
-3235,539581.508944741
-3234,539946.7523086269
-3233,540311.9961132463
-3232,540677.2434021642
-3231,541042.4816692353
-3230,541407.7292012607
-3229,541772.978080319
-3228,542138.2118421816
-3227,542503.4552360536
-3226,542868.6976299596
-3225,543233.9356639769
-3224,543599.1791784693
-3223,543964.410748749
-3222,544329.6525088216
-3221,544694.8984629035
-3220,545060.1310053875
-3219,545425.3772521133
-3218,545790.6231129677
-3217,546155.8661135102
-3216,546521.1121853285
-3215,546886.3499971002
-3214,547251.594867608
-3213,547616.8433434288
-3212,547982.0784340822
-3211,548347.3205571414
-3210,548712.5665843254
-3209,549077.8060890869
-3208,549443.0498840043
-3207,549808.2881111137
-3206,550173.5289911944
-3205,550538.7761346274
-3204,550904.0085201091
-3203,551269.2484116447
-3202,551634.4944854595
-3201,551999.7327781217
-3200,552364.9759717518
-3199,552730.2139840035
-3198,553095.4569269437
-3197,553460.7057083854
-3196,553825.9438308959
-3195,554191.1880998728
-3194,554556.43809354
-3193,554921.6802615605
-3192,555286.9218680025
-3191,555652.1614167171
-3190,556017.4011392889
-3189,556382.6458004033
-3188,556747.879623679
-3187,557113.1170587493
-3186,557478.3636765806
-3185,557843.6030853032
-3184,558208.844635125
-3183,558574.087046098
-3182,558939.3296795192
-3181,559304.5767095636
-3180,559669.813686586
-3179,560035.0545502384
-3178,560400.3025213606
-3177,560765.5450715192
-3176,561130.7852238461
-3175,561496.0267811252
-3174,561861.2693311381
-3173,562226.5130762414
-3172,562591.7532618558
-3171,562956.9930373668
-3170,563322.2406141737
-3169,563687.4825145793
-3168,564052.719256571
-3167,564417.9604257911
-3166,564783.2008908608
-3165,565148.4426322149
-3164,565513.679720328
-3163,565878.9178965162
-3162,566244.1645770888
-3161,566609.4083995798
-3160,566974.650099558
-3159,567339.8941639103
-3158,567705.140444794
-3157,568070.3844173816
-3156,568435.6235717791
-3155,568800.8649406596
-3154,569166.1090025089
-3153,569531.3530729443
-3152,569896.5893076784
-3151,570261.829300226
-3150,570627.0733091403
-3149,570992.3132863059
-3148,571357.553315473
-3147,571722.793853537
-3146,572088.0380724007
-3145,572453.2821749765
-3144,572818.5192551482
-3143,573183.7601456349
-3142,573549.0057352404
-3141,573914.2469740359
-3140,574279.4861762552
-3139,574644.7290916878
-3138,575009.9738909951
-3137,575375.2204923376
-3136,575740.4620728716
-3135,576105.70298695
-3134,576470.9513829343
-3133,576836.190328809
-3132,577201.4268227643
-3131,577566.6680432409
-3130,577931.9077240049
-3129,578297.1504484427
-3128,578662.3867392866
-3127,579027.6239254063
-3126,579392.870800606
-3125,579758.1127357723
-3124,580123.3524015187
-3123,580488.5994786627
-3122,580853.8446458962
-3121,581219.0900063727
-3120,581584.3320243659
