year,tt
3140,2868000.939399463
3141,2868366.18262652
3142,2868731.4258535807
3143,2869096.6690806467
3144,2869461.9123077164
3145,2869827.155534791
3146,2870192.39876187
3147,2870557.641988953
3148,2870922.8852160405
3149,2871288.1284431326
3150,2871653.3716702294
3151,2872018.6148973303
3152,2872383.8581244354
3153,2872749.101351545
3154,2873114.344578659
3155,2873479.587805778
3156,2873844.831032901
3157,2874210.074260028
3158,2874575.31748716
3159,2874940.560714296
3160,2875305.803941437
3161,2875671.0471685817
3162,2876036.2903957316
3163,2876401.533622885
3164,2876766.776850044
3165,2877132.020077206
3166,2877497.2633043732
3167,2877862.506531545
3168,2878227.749758721
3169,2878592.9929859014
3170,2878958.236213086
3171,2879323.479440275
3172,2879688.7226674687
3173,2880053.965894667
3174,2880419.2091218694
3175,2880784.452349076
3176,2881149.695576288
3177,2881514.9388035033
3178,2881880.1820307234
3179,2882245.4252579478
3180,2882610.6684851767
3181,2882975.91171241
3182,2883341.1549396478
3183,2883706.3981668903
3184,2884071.641394137
3185,2884436.884621388
3186,2884802.1278486433
3187,2885167.371075903
3188,2885532.6143031674
3189,2885897.857530436
3190,2886263.1007577092
3191,2886628.3439849867
3192,2886993.5872122683
3193,2887358.830439555
3194,2887724.0736668454
3195,2888089.316894141
3196,2888454.5601214403
3197,2888819.8033487443
3198,2889185.046576053
3199,2889550.2898033657
3200,2889915.5330306827
3201,2890280.7762580044
3202,2890646.0194853307
3203,2891011.262712661
3204,2891376.505939996
3205,2891741.749167335
3206,2892106.992394679
3207,2892472.235622027
3208,2892837.47884938
3209,2893202.722076737
3210,2893567.965304098
