year,tt
5183,3614190.6254216908
5184,3614555.8692459874
5185,3614921.1130702896
5186,3615286.3568945955
5187,3615651.600718906
5188,3616016.8445432205
5189,3616382.0883675404
5190,3616747.332191864
5191,3617112.576016192
5192,3617477.8198405243
5193,3617843.0636648615
5194,3618208.307489203
5195,3618573.5513135483
5196,3618938.795137899
5197,3619304.0389622534
5198,3619669.2827866124
5199,3620034.526610976
5200,3620399.770435344
5201,3620765.014259716
5202,3621130.2580840928
5203,3621495.5019084737
5204,3621860.7457328597
5205,3622225.9895572495
5206,3622591.233381644
5207,3622956.4772060425
5208,3623321.721030446
5209,3623686.964854853
5210,3624052.2086792653
5211,3624417.452503682
5212,3624782.6963281026
5213,3625147.9401525278
5214,3625513.1839769576
5215,3625878.427801392
5216,3626243.6716258302
5217,3626608.915450273
5218,3626974.1592747206
5219,3627339.4030991723
5220,3627704.6469236286
5221,3628069.890748089
5222,3628435.1345725544
5223,3628800.3783970233
5224,3629165.6222214974
5225,3629530.8660459756
5226,3629896.109870458
5227,3630261.3536949456
5228,3630626.597519437
5229,3630991.841343933
5230,3631357.0851684334
5231,3631722.3289929377
5232,3632087.572817447
5233,3632452.8166419608
5234,3632818.0604664786
5235,3633183.304291001
5236,3633548.548115528
5237,3633913.791940059
5238,3634279.0357645946
5239,3634644.279589135
5240,3635009.5234136796
5241,3635374.7672382286
5242,3635740.0110627813
5243,3636105.254887339
5244,3636470.4987119017
5245,3636835.742536468
5246,3637200.986361039
5247,3637566.2301856144
5248,3637931.474010194
5249,3638296.717834778
5250,3638661.961659367
5251,3639027.20548396
5252,3639392.4493085574
5253,3639757.6931331595
5254,3640122.9369577654
5255,3640488.1807823763
5256,3640853.4246069915
5257,3641218.668431611
5258,3641583.9122562353
5259,3641949.1560808634
5260,3642314.3999054963
5261,3642679.6437301333
5262,3643044.887554775
5263,3643410.131379421
5264,3643775.3752040714
5265,3644140.6190287266
5266,3644505.8628533855
5267,3644871.106678049
5268,3645236.3505027173
5269,3645601.59432739
5270,3645966.838152067
5271,3646332.081976748
5272,3646697.325801434
5273,3647062.569626124
5274,3647427.813450819
5275,3647793.057275518
5276,3648158.3011002215
5277,3648523.544924929
5278,3648888.7887496413
5279,3649254.032574358
5280,3649619.276399079
5281,3649984.5202238047
5282,3650349.7640485344
5283,3650715.007873269
5284,3651080.251698008
5285,3651445.4955227505
5286,3651810.7393474984
5287,3652175.98317225
5288,3652541.2269970067
5289,3652906.4708217676
5290,3653271.714646533
5291,3653636.9584713024
5292,3654002.2022960763
5293,3654367.446120855
5294,3654732.689945638
5295,3655097.933770425
5296,3655463.177595217
5297,3655828.421420013
5298,3656193.665244814
5299,3656558.9090696187
5300,3656924.152894428
5301,3657289.3967192415
5302,3657654.64054406
5303,3658019.8843688825
5304,3658385.12819371
5305,3658750.372018541
5306,3659115.615843377
5307,3659480.8596682176
5308,3659846.103493062
5309,3660211.347317911
5310,3660576.591142765
5311,3660941.8349676225
5312,3661307.0787924854
5313,3661672.322617352
5314,3662037.5664422233
5315,3662402.8102670987
5316,3662768.054091979
5317,3663133.297916863
5318,3663498.541741752
5319,3663863.7855666457
5320,3664229.029391543
5321,3664594.273216445
5322,3664959.5170413516
5323,3665324.760866263
5324,3665690.004691178
5325,3666055.2485160977
5326,3666420.492341022
5327,3666785.7361659505
5328,3667150.9799908837
5329,3667516.223815821
5330,3667881.467640763
5331,3668246.711465709
5332,3668611.95529066
5333,3668977.199115615
5334,3669342.442940574
5335,3669707.6867655385
5336,3670072.9305905066
5337,3670438.1744154794
5338,3670803.418240457
5339,3671168.662065438
5340,3671533.9058904243
5341,3671899.1497154143
5342,3672264.3935404094
5343,3672629.6373654087
5344,3672994.881190412
5345,3673360.1250154204
5346,3673725.3688404327
5347,3674090.6126654497
5348,3674455.8564904714
5349,3674821.100315497
5350,3675186.344140527
5351,3675551.5879655615
5352,3675916.8317906004
5353,3676282.075615644
5354,3676647.3194406917
5355,3677012.5632657437
5356,3677377.8070908003
5357,3677743.0509158615
5358,3678108.2947409274
5359,3678473.538565997
5360,3678838.7823910713
5361,3679204.0262161503
5362,3679569.270041233
5363,3679934.5138663207
5364,3680299.7576914127
5365,3680665.001516509
5366,3681030.24534161
5367,3681395.489166715
5368,3681760.732991825
5369,3682125.9768169387
5370,3682491.2206420572
5371,3682856.46446718
5372,3683221.7082923073
5373,3683586.9521174394
5374,3683952.195942575
5375,3684317.4397677155
5376,3684682.6835928606
5377,3685047.9274180103
5378,3685413.1712431638
5379,3685778.415068322
5380,3686143.6588934846
5381,3686508.9027186516
5382,3686874.146543823
5383,3687239.390368999
5384,3687604.6341941794
5385,3687969.8780193636
5386,3688335.121844553
5387,3688700.3656697464
5388,3689065.609494944
5389,3689430.853320147
5390,3689796.0971453534
5391,3690161.3409705646
5392,3690526.5847957805
5393,3690891.828621
5394,3691257.0724462243
5395,3691622.316271453
5396,3691987.5600966867
5397,3692352.8039219244
5398,3692718.0477471664
5399,3693083.291572413
5400,3693448.5353976637
5401,3693813.779222919
5402,3694179.023048179
5403,3694544.266873443
5404,3694909.5106987115
5405,3695274.7545239846
5406,3695639.998349262
5407,3696005.242174544
5408,3696370.48599983
5409,3696735.7298251204
5410,3697100.9736504154
5411,3697466.217475715
5412,3697831.4613010194
5413,3698196.7051263275
5414,3698561.94895164
5415,3698927.1927769575
5416,3699292.4366022786
5417,3699657.680427605
5418,3700022.924252935
5419,3700388.16807827
5420,3700753.411903609
5421,3701118.655728953
5422,3701483.899554301
5423,3701849.1433796533
5424,3702214.3872050103
5425,3702579.6310303714
5426,3702944.874855737
5427,3703310.118681107
5428,3703675.362506482
5429,3704040.6063318606
5430,3704405.850157244
5431,3704771.093982632
5432,3705136.337808024
5433,3705501.5816334207
5434,3705866.825458822
5435,3706232.069284227
5436,3706597.3131096372
5437,3706962.5569350515
5438,3707327.80076047
5439,3707693.044585893
5440,3708058.2884113207
5441,3708423.5322367526
5442,3708788.7760621887
5443,3709154.01988763
5444,3709519.263713075
5445,3709884.5075385245
5446,3710249.7513639787
5447,3710614.9951894367
5448,3710980.2390148994
5449,3711345.4828403667
5450,3711710.7266658386
5451,3712075.9704913143
5452,3712441.214316795
5453,3712806.45814228
5454,3713171.7019677693
5455,3713536.945793263
5456,3713902.189618761
5457,3714267.433444264
5458,3714632.6772697708
5459,3714997.9210952823
5460,3715363.164920798
5461,3715728.408746318
5462,3716093.652571843
5463,3716458.896397372
5464,3716824.140222905
5465,3717189.3840484433
5466,3717554.2534801364
5467,3717919.4937592125
5468,3718284.739611078
5469,3718649.985462948
5470,3719015.231314823
5471,3719380.477166702
5472,3719745.7230185852
5473,3720110.968870473
5474,3720476.214722365
5475,3720841.460574262
5476,3721206.7064261627
5477,3721571.9522780683
5478,3721937.198129978
5479,3722302.4439818924
5480,3722667.689833811
5481,3723032.9356857343
5482,3723398.1815376617
5483,3723763.427389594
5484,3724128.6732415296
5485,3724493.9190934706
5486,3724859.1649454157
5487,3725224.410797365
5488,3725589.6566493195
5489,3725954.9025012776
5490,3726320.1483532405
5491,3726685.394205208
5492,3727050.640057179
5493,3727415.8859091555
5494,3727781.131761136
5495,3728146.3776131207
5496,3728511.6234651105
5497,3728876.869317104
5498,3729242.1151691023
5499,3729607.3610211047
5500,3729972.606873112
5501,3730337.852725123
5502,3730703.098577139
5503,3731068.344429159
5504,3731433.590281184
5505,3731798.836133213
5506,3732164.0819852464
5507,3732529.327837284
5508,3732894.5736893266
5509,3733259.8195413733
5510,3733625.0653934246
5511,3733990.3112454796
5512,3734355.5570975402
5513,3734720.8029496046
5514,3735086.048801673
5515,3735451.2946537463
5516,3735816.5405058237
5517,3736181.7863579057
5518,3736547.0322099924
5519,3736912.2780620833
5520,3737277.523914179
5521,3737642.7697662786
5522,3738008.0156183825
5523,3738373.261470491
5524,3738738.507322604
5525,3739103.7531747213
5526,3739468.9990268433
5527,3739834.244878969
5528,3740199.4907310996
5529,3740564.7365832347
5530,3740929.9824353745
5531,3741295.228287518
5532,3741660.474139666
5533,3742025.719991819
5534,3742390.9658439765
5535,3742756.2116961377
5536,3743121.4575483035
5537,3743486.703400474
5538,3743851.9492526487
5539,3744217.195104828
5540,3744582.4409570117
5541,3744947.6868091994
5542,3745312.932661392
5543,3745678.1785135884
5544,3746043.4243657896
5545,3746408.6702179955
5546,3746773.9160702056
5547,3747139.1619224204
5548,3747504.4077746393
5549,3747869.6536268624
5550,3748234.8994790902
5551,3748600.145331322
5552,3748965.391183559
5553,3749330.6370358
5554,3749695.882888045
5555,3750061.128740295
5556,3750426.374592549
5557,3750791.620444808
5558,3751156.866297071
5559,3751522.1121493382
5560,3751887.3580016103
5561,3752252.603853887
5562,3752617.8497061674
5563,3752983.0955584524
5564,3753348.341410742
5565,3753713.587263036
5566,3754078.493093745
5567,3754443.734027857
5568,3754808.980438281
5569,3755174.228080089
5570,3755539.475721902
5571,3755904.723363719
5572,3756269.971005541
5573,3756635.218647367
5574,3757000.466289197
5575,3757365.7139310325
5576,3757730.9615728715
5577,3758096.2092147153
5578,3758461.456856563
5579,3758826.704498416
5580,3759191.9521402726
5581,3759557.199782134
5582,3759922.4474239997
5583,3760287.69506587
5584,3760652.9427077444
5585,3761018.1903496236
5586,3761383.437991507
5587,3761748.685633395
5588,3762113.933275287
5589,3762479.180917184
5590,3762844.428559085
5591,3763209.6762009906
5592,3763574.9238429004
5593,3763940.1714848145
5594,3764305.419126733
5595,3764670.6667686566
5596,3765035.914410584
5597,3765401.162052516
5598,3765766.409694453
5599,3766131.6573363934
5600,3766496.9049783386
5601,3766862.152620288
5602,3767227.400262242
5603,3767592.6479042005
5604,3767957.8955461634
5605,3768323.143188131
5606,3768688.3908301024
5607,3769053.638472079
5608,3769418.8861140595
5609,3769784.1337560443
5610,3770149.381398034
5611,3770514.6290400275
5612,3770879.876682026
5613,3771245.1243240284
5614,3771610.371966035
5615,3771975.619608047
5616,3772340.8672500625
5617,3772706.114892083
5618,3773071.3625341076
5619,3773436.6101761367
5620,3773801.8578181705
5621,3774167.1054602084
5622,3774532.353102251
5623,3774897.6007442977
5624,3775262.8483863487
5625,3775628.0960284043
5626,3775993.343670464
5627,3776358.5913125286
5628,3776723.8389545977
5629,3777089.086596671
5630,3777454.334238749
5631,3777819.270552177
5632,3778184.508897013
5633,3778549.7509915535
5634,3778914.993925604
5635,3779280.236859659
5636,3779645.4797937186
5637,3780010.722727782
5638,3780375.9656618508
5639,3780741.208595923
5640,3781106.45153
5641,3781471.694464082
5642,3781836.9373981673
5643,3782202.180332258
5644,3782567.4232663526
5645,3782932.6662004516
5646,3783297.909134555
5647,3783663.1520686634
5648,3784028.395002776
5649,3784393.637936892
5650,3784758.8808710137
5651,3785124.123805139
5652,3785489.3667392693
5653,3785854.6096734037
5654,3786219.8526075426
5655,3786585.095541686
5656,3786950.3384758336
5657,3787315.5814099857
5658,3787680.8243441423
5659,3788046.067278303
5660,3788411.3102124687
5661,3788776.553146638
5662,3789141.7960808123
5663,3789507.039014991
5664,3789872.2819491737
5665,3790237.5248833615
5666,3790602.767817553
5667,3790968.0107517494
5668,3791333.2536859503
5669,3791698.496620155
5670,3792063.7395543647
5671,3792428.9824885787
5672,3792794.225422797
5673,3793159.46835702
5674,3793524.711291247
5675,3793889.9542254787
5676,3794255.1971597145
5677,3794620.440093955
5678,3794985.6830281997
5679,3795350.925962449
5680,3795716.1688967026
5681,3796081.411830961
5682,3796446.654765223
5683,3796811.89769949
5684,3797177.1406337614
5685,3797542.3835680373
5686,3797907.6265023174
5687,3798272.869436602
5688,3798638.1123708906
5689,3799003.355305184
5690,3799368.5982394824
5691,3799733.8411737843
5692,3800099.084108091
5693,3800464.327042402
5694,3800829.5699767172
5695,3801194.8129110374
5696,3801560.0558453617
5697,3801925.2987796906
5698,3802290.541714024
5699,3802655.7846483607
5700,3803021.027582703
5701,3803386.2705170494
5702,3803751.5134514
5703,3804116.7563857553
5704,3804481.999320115
5705,3804847.242254479
5706,3805212.4851888474
5707,3805577.7281232206
5708,3805942.9710575975
5709,3806308.213991979
5710,3806673.4569263654
5711,3807038.6998607563
5712,3807403.942795151
5713,3807769.18572955
5714,3808134.428663954
5715,3808499.6715983623
5716,3808864.914532775
5717,3809230.157467192
5718,3809595.400401613
5719,3809960.643336039
5720,3810325.886270469
5721,3810691.1292049037
5722,3811056.372139343
5723,3811421.6150737866
5724,3811786.8580082348
5725,3812152.100942687
5726,3812517.3438771437
5727,3812882.586811605
5728,3813247.8297460703
5729,3813613.0726805404
5730,3813978.315615015
5731,3814343.5585494936
5732,3814708.8014839767
5733,3815074.0444184644
5734,3815439.287352957
5735,3815804.530287453
5736,3816169.773221954
5737,3816535.016156459
5738,3816900.2590909693
5739,3817265.502025483
5740,3817630.7449600017
5741,3817995.987894525
5742,3818361.230829052
5743,3818726.473763584
5744,3819091.7166981203
5745,3819456.959632661
5746,3819822.2025672058
5747,3820187.4455017555
5748,3820552.6884363093
5749,3820917.9313708674
5750,3821283.1743054306
5751,3821648.4172399975
5752,3822013.660174569
5753,3822378.903109145
5754,3822744.1460437253
5755,3823109.38897831
5756,3823474.631912899
5757,3823839.874847493
5758,3824205.117782091
5759,3824570.3607166936
5760,3824935.6036513
5761,3825300.8465859117
5762,3825666.089520527
5763,3826031.3324551475
5764,3826396.5753897717
5765,3826761.818324401
5766,3827127.061259034
5767,3827492.304193672
5768,3827857.547128314
5769,3828222.790062961
5770,3828588.032997612
5771,3828953.2759322673
5772,3829318.5188669274
5773,3829683.761801591
5774,3830049.00473626
5775,3830414.247670933
5776,3830779.4906056104
5777,3831144.733540293
5778,3831509.976474979
5779,3831875.2194096697
5780,3832240.462344365
5781,3832605.7052790644
5782,3832970.948213768
5783,3833336.1911484767
5784,3833701.43408319
5785,3834066.677017907
5786,3834431.9199526287
5787,3834797.162887355
5788,3835162.405822085
5789,3835527.6487568202
5790,3835892.8916915595
5791,3836258.1346263033
5792,3836623.3775610514
5793,3836988.6204958037
5794,3837353.863430561
5795,3837719.106365322
5796,3838084.3493000884
5797,3838449.5922348583
5798,3838814.835169633
5799,3839180.078104412
5800,3839545.3210391956
5801,3839910.5639739837
5802,3840275.806908776
5803,3840641.0498435725
5804,3841006.2927783737
5805,3841371.535713179
5806,3841736.778647989
5807,3842102.0215828037
5808,3842467.264517622
5809,3842832.5074524456
5810,3843197.7503872733
5811,3843562.993322105
5812,3843928.2362569417
5813,3844293.479191783
5814,3844658.722126628
5815,3845023.9650614774
5816,3845389.2079963316
5817,3845754.4509311905
5818,3846119.693866053
5819,3846484.9368009204
5820,3846850.1797357923
5821,3847215.4226706685
5822,3847580.665605549
5823,3847945.908540434
5824,3848311.1514753234
5825,3848676.394410217
5826,3849041.6373451157
5827,3849406.8802800183
5828,3849772.1232149256
5829,3850137.366149837
5830,3850502.609084753
5831,3850867.852019673
5832,3851233.0949545978
5833,3851598.337889527
5834,3851963.580824461
5835,3852328.823759399
5836,3852694.066694341
5837,3853059.309629288
5838,3853424.552564239
5839,3853789.795499195
5840,3854155.0384341553
5841,3854520.28136912
5842,3854885.524304088
5843,3855250.767239062
5844,3855616.0101740398
5845,3855981.253109022
5846,3856346.496044008
5847,3856711.738978999
5848,3857076.981913995
5849,3857442.2248489945
5850,3857807.4677839987
5851,3858172.710719007
5852,3858537.9536540206
5853,3858903.196589038
5854,3859268.43952406
5855,3859633.682459086
5856,3859998.925394117
5857,3860364.1683291523
5858,3860729.4112641914
5859,3861094.6541992356
5860,3861459.897134284
5861,3861825.1400693366
5862,3862190.383004394
5863,3862555.625939456
5864,3862920.868874522
5865,3863286.1118095918
5866,3863651.354744667
